tweet_id	label
1200724509206040576	0
1198256404131450882	1
1233221611739807744	1
1187675918350901248	0
1217387035029209095	1
1217058828191137793	1
1182743358646771714	1
1193849637284843520	0
1203441850356502537	0
1191067670625603584	0
1199954829948272641	0
1235515638824792064	0
1233816872925237249	0
1222210805224992779	0
1205356597540638721	1
1202354829118623751	0
1234194036350685186	0
1238121887902785537	1
1192064621802377217	0
1202185446865985539	1
1182181490391572480	0
1179795586884800512	0
1187649932179718144	0
1201608133224869888	1
1238257776494874625	0
1218848474285953029	0
1193919945643565064	0
1221186612379443208	1
1201531588900769793	0
1202024555235004416	0
1196780343346552833	1
1190056678042980352	1
1196225719250169856	1
1204819984825929729	0
1202768122299736065	0
1196633590475493381	1
1206014242220118016	1
1216952363572965376	1
1203534987296833536	1
1182665230456893440	0
1197634418615234561	1
1186532445174325248	0
1220671134867304454	0
1189292967388995584	1
1232705814156259330	0
1202019075536441344	0
1187763474635599874	0
1200674762231410688	0
1218765044743311362	0
1182965466525908992	0
1215736347216039937	0
1193476908392108032	0
1189232065314770945	0
1237179913163223040	0
1234462540719165440	0
1199738057257365504	0
1185084415057092608	0
1206816104082890752	1
1188550890850004992	0
1202519943465574400	0
1199475926171607040	0
1183830724002156544	0
1182060418354860033	0
1197605958962294784	0
1218603081065226243	1
1199124490145456128	1
1207180332090290177	1
1195481450780516352	0
1182988458731569152	1
1238225070889275397	0
1211223105873555456	1
1189249403741245442	0
1180187410669297664	1
1196531649002913792	0
1187804734041669632	1
1187394890688290827	0
1198903455139663872	0
1211118488082714624	0
1191768141044617217	0
1184004451239170048	1
1207111656876081152	0
1222242729293500418	0
1198338978165882881	0
1205566986736025600	1
1221968353096544256	0
1233569196920823810	0
1179862474776043520	1
1234867039438811138	1
1199969021355012101	1
1234372914604052481	0
1185312949738594304	1
1206707437182603265	1
1219354815614066689	1
1192521820416724992	0
1189318059888205825	0
1217722378194522113	1
1207798692796747782	0
1233379734379253762	0
1237092982387396608	1
1206538774697656321	0
1221294194364428288	0
1183059615568793607	0
1183880696437317632	1
1200285457457614849	0
1200170990745116676	1
1202846464503877633	1
1205743270527197184	1
1202945889674891271	1
1191238556850774019	0
1191167777496809473	1
1185394948599713793	0
1190644587062153216	0
1197653020235841536	0
1233059470319771648	0
1193578878083780610	1
1234218282410020865	1
1220951163689938945	1
1227319736603758592	1
1189708670545719297	0
1221831469053566976	0
1211334262063939584	1
1187430907629600769	0
1191019193489117184	1
1237298936441757697	0
1198836850888073216	0
1238133828104777728	0
1206292361216765955	1
1238236697634144263	1
1205446238738497536	0
1180231236570075136	0
1194271955219697665	0
1189826025321984000	0
1201745237594513409	0
1205467690258878464	0
1190334464683118595	0
1198973961717141504	0
1183038365215666176	0
1189023513908260866	1
1191938757441806336	1
1182191536768839683	0
1233656050198499328	1
1217332376507805697	0
1197788477938528256	0
1187642347485569025	1
1236826110064648193	0
1234583251739664384	0
1218275623271116802	1
1199765620486811653	0
1198074401264033794	0
1180255276810866695	0
1202330947435274240	1
1198220876384104449	1
1225208995385733120	0
1234282496704925696	0
1237434398787743744	1
1196277362951737344	0
1235756847329611776	1
1221495394791776256	0
1238204917443149830	0
1225729269143203841	0
1237249747456372738	0
1199927293008924673	1
1187283762599596032	0
1217248115159420929	1
1180190990516269057	1
1217321640649994240	0
1219670825470701578	0
1221954022849929216	1
1202946379573841920	1
1193551419435094019	0
1195775290070450176	0
1197611414141181961	0
1207123142474444800	0
1187365117090062336	1
1191521835827048448	0
1185235382696316929	0
1190394218264571904	1
1237390381471293440	0
1181333263794806784	1
1195962877712175104	0
1191425959788007425	1
1207162914928578560	1
1194505367482519552	0
1205857748090523650	0
1234671847200833544	1
1202802567874535425	0
1215741770455113728	0
1220760521592406016	1
1199702811019231232	0
1236889597914820608	0
1204978842764546048	0
1221908225777377286	1
1182077643749052417	0
1234595465842216960	1
1189100425191948289	1
1220913479902801920	0
1205861494266761216	1
1192947515915751427	0
1188848366559596546	1
1220446031319576576	0
1196616038168846336	0
1182507412785229825	0
1204753776457998336	0
1204861281477562368	1
1236011118470062080	1
1232738785101778950	0
1221156754647650306	0
1237892876102545410	0
1216777852709982212	1
1191415625257816066	0
1188007876222246912	1
1181960628979716096	0
1238424604793663488	0
1219384072767787008	1
1224867350815690755	0
1233499190707261441	0
1194689745030434816	0
1216751481606627329	1
1184186302973009920	0
1201628224574369792	0
1235693869746073601	0
1204986558744535040	0
1190802604634316801	1
1238055224956289025	0
1236040246682251265	0
1224743421732179968	1
1191804218316935168	0
1195816817509441538	0
1238280575166840832	1
1200513721262428160	0
1181407710157398016	1
1202796574159458310	1
1233184858517786625	0
1234583455943385088	0
1193603831948427264	0
1187242924934696961	1
1224764669287682048	1
1206696563139129345	1
1224779063354511360	0
1233170353578483712	0
1180254062744223745	1
1199843787209609216	0
1180167239372115970	1
1194673813352415232	0
1186307100655403009	0
1206392041439145984	0
1220618278797828097	0
1190837365675159552	0
1221168943009759232	1
1237373087840116737	1
1200770983994355713	0
1184137093129347072	0
1210731092333871104	0
1218481494479396866	0
1206637354951348227	0
1188419857814962176	0
1233644997443899393	1
1190697971454627845	0
1204805367345143809	0
1194484967826493440	0
1184739928451796992	1
1199461959629864960	0
1187409916027461634	1
1193222405499564032	0
1184631386281594880	0
1198695065239138305	0
1201896637775437825	1
1234865717171884038	1
1189153067243069440	0
1202098159402569728	0
1236990097926561792	0
1237823203738710016	1
1234359744321605632	1
1225914391046033409	1
1203515013505470466	0
1202135814211325953	0
1188929982527000577	0
1186514200027262976	0
1211355947534290949	0
1189670839450402816	1
1185285022854668289	0
1200184945374846976	0
1191803370396438528	0
1218851554318483456	0
1191279333626638337	0
1182016044329848832	1
1189218749020278786	0
1196617269029138433	1
1225388890028158976	0
1188891430472867840	1
1236139423194140673	0
1199099196097347586	0
1237139625103122432	1
1196435366787592193	1
1225510534675652611	1
1210973976060522496	0
1202332093927346176	0
1193002431040425984	0
1196087613171605504	0
1238112521283874818	0
1185326678148558849	0
1180328931221626881	0
1182035210159951873	0
1201690516116660224	1
1180180417292443648	1
1191785477998874624	0
1202574919243927555	0
1219392227459379200	0
1216919073508024321	0
1224552854213611520	0
1219357714356113408	0
1234658574422269953	1
1225247204320763904	1
1186465503633653760	0
1204436438181277696	0
1220107011410530304	0
1190789976893476864	0
1218887893881540608	0
1190953794005327873	0
1194543683984596992	0
1234744574238584832	0
1225004582826168320	0
1193714443064135680	1
1238127020455989249	0
1202274343822090240	1
1210640253150740480	1
