tweet_id	label
111083	Vaccine_chatter
110702	Vaccine_chatter
110204	Vaccine_chatter
109871	Vaccine_chatter
108890	Vaccine_chatter
201923	Self_reports
111885	Vaccine_chatter
109003	Vaccine_chatter
110186	Vaccine_chatter
110122	Vaccine_chatter
110535	Vaccine_chatter
109635	Vaccine_chatter
108476	Vaccine_chatter
201919	Self_reports
112294	Vaccine_chatter
109103	Vaccine_chatter
109066	Vaccine_chatter
110709	Vaccine_chatter
201929	Self_reports
110194	Vaccine_chatter
108710	Vaccine_chatter
110208	Vaccine_chatter
108300	Vaccine_chatter
112588	Vaccine_chatter
107733	Vaccine_chatter
108120	Vaccine_chatter
110920	Vaccine_chatter
107703	Vaccine_chatter
110631	Vaccine_chatter
111098	Vaccine_chatter
112113	Vaccine_chatter
108444	Vaccine_chatter
110353	Vaccine_chatter
201905	Self_reports
111814	Vaccine_chatter
109324	Vaccine_chatter
110861	Vaccine_chatter
108320	Vaccine_chatter
108630	Vaccine_chatter
201809	Self_reports
109836	Vaccine_chatter
111893	Vaccine_chatter
110991	Vaccine_chatter
111765	Vaccine_chatter
107796	Vaccine_chatter
110773	Vaccine_chatter
107808	Vaccine_chatter
110132	Vaccine_chatter
107922	Vaccine_chatter
112185	Vaccine_chatter
109934	Vaccine_chatter
108372	Vaccine_chatter
111746	Vaccine_chatter
111969	Vaccine_chatter
111563	Vaccine_chatter
108236	Vaccine_chatter
202262	Self_reports
112327	Vaccine_chatter
109782	Vaccine_chatter
109455	Vaccine_chatter
107909	Vaccine_chatter
112282	Vaccine_chatter
111754	Vaccine_chatter
111428	Vaccine_chatter
108606	Vaccine_chatter
112718	Vaccine_chatter
109954	Vaccine_chatter
108786	Vaccine_chatter
112372	Vaccine_chatter
109874	Vaccine_chatter
110740	Vaccine_chatter
108920	Vaccine_chatter
110404	Vaccine_chatter
110717	Vaccine_chatter
108902	Vaccine_chatter
108030	Vaccine_chatter
112089	Vaccine_chatter
112082	Vaccine_chatter
109904	Vaccine_chatter
110971	Vaccine_chatter
108076	Vaccine_chatter
202433	Self_reports
110428	Vaccine_chatter
110447	Vaccine_chatter
108973	Vaccine_chatter
108572	Vaccine_chatter
109588	Vaccine_chatter
111837	Vaccine_chatter
110240	Vaccine_chatter
112342	Vaccine_chatter
110265	Vaccine_chatter
109055	Vaccine_chatter
110609	Vaccine_chatter
109506	Vaccine_chatter
110675	Vaccine_chatter
110192	Vaccine_chatter
107731	Vaccine_chatter
110577	Vaccine_chatter
112509	Vaccine_chatter
112200	Vaccine_chatter
108819	Vaccine_chatter
112437	Vaccine_chatter
109797	Vaccine_chatter
108179	Vaccine_chatter
108255	Vaccine_chatter
110013	Vaccine_chatter
109495	Vaccine_chatter
201983	Vaccine_chatter
112362	Vaccine_chatter
109749	Vaccine_chatter
112149	Vaccine_chatter
110472	Vaccine_chatter
202271	Self_reports
110055	Vaccine_chatter
109119	Vaccine_chatter
108436	Vaccine_chatter
112801	Vaccine_chatter
110755	Vaccine_chatter
202167	Self_reports
112124	Vaccine_chatter
109632	Vaccine_chatter
111075	Vaccine_chatter
111776	Vaccine_chatter
109382	Vaccine_chatter
109071	Vaccine_chatter
110733	Vaccine_chatter
108687	Vaccine_chatter
111599	Vaccine_chatter
107819	Vaccine_chatter
109972	Vaccine_chatter
111044	Vaccine_chatter
109740	Vaccine_chatter
108966	Vaccine_chatter
108224	Vaccine_chatter
108799	Vaccine_chatter
111238	Vaccine_chatter
110642	Vaccine_chatter
109520	Vaccine_chatter
111122	Vaccine_chatter
110812	Vaccine_chatter
112940	Vaccine_chatter
202209	Self_reports
111954	Vaccine_chatter
111414	Vaccine_chatter
110560	Vaccine_chatter
108665	Vaccine_chatter
107981	Vaccine_chatter
112101	Vaccine_chatter
112186	Vaccine_chatter
108403	Vaccine_chatter
112292	Vaccine_chatter
109029	Vaccine_chatter
111010	Vaccine_chatter
110262	Vaccine_chatter
108461	Vaccine_chatter
108972	Vaccine_chatter
109250	Vaccine_chatter
112042	Self_reports
201863	Self_reports
108006	Vaccine_chatter
112730	Vaccine_chatter
111475	Vaccine_chatter
109464	Vaccine_chatter
110006	Vaccine_chatter
110701	Vaccine_chatter
109178	Vaccine_chatter
108266	Vaccine_chatter
108339	Vaccine_chatter
111635	Vaccine_chatter
108349	Vaccine_chatter
109267	Vaccine_chatter
110648	Vaccine_chatter
202077	Vaccine_chatter
111390	Vaccine_chatter
110322	Vaccine_chatter
108314	Vaccine_chatter
109364	Vaccine_chatter
202134	Self_reports
109320	Vaccine_chatter
112580	Vaccine_chatter
111129	Vaccine_chatter
110539	Vaccine_chatter
107895	Vaccine_chatter
109104	Vaccine_chatter
110057	Vaccine_chatter
110377	Vaccine_chatter
202263	Self_reports
107681	Vaccine_chatter
202343	Self_reports
112201	Vaccine_chatter
109671	Vaccine_chatter
107919	Vaccine_chatter
110894	Vaccine_chatter
202030	Self_reports
109909	Vaccine_chatter
112208	Vaccine_chatter
108352	Vaccine_chatter
109706	Vaccine_chatter
108527	Vaccine_chatter
202058	Self_reports
111859	Vaccine_chatter
110237	Vaccine_chatter
110031	Vaccine_chatter
110979	Vaccine_chatter
202102	Self_reports
112047	Vaccine_chatter
110068	Vaccine_chatter
107936	Vaccine_chatter
108845	Vaccine_chatter
109460	Vaccine_chatter
108854	Vaccine_chatter
111791	Vaccine_chatter
108569	Vaccine_chatter
109501	Vaccine_chatter
108842	Vaccine_chatter
108373	Vaccine_chatter
110229	Vaccine_chatter
108283	Vaccine_chatter
111856	Vaccine_chatter
110190	Vaccine_chatter
110082	Vaccine_chatter
108109	Vaccine_chatter
109018	Vaccine_chatter
109656	Vaccine_chatter
108404	Vaccine_chatter
109675	Vaccine_chatter
112605	Vaccine_chatter
111513	Vaccine_chatter
110364	Vaccine_chatter
110878	Vaccine_chatter
108518	Vaccine_chatter
112668	Vaccine_chatter
112621	Vaccine_chatter
108144	Vaccine_chatter
109480	Vaccine_chatter
111529	Vaccine_chatter
107769	Vaccine_chatter
110572	Vaccine_chatter
110687	Vaccine_chatter
110424	Vaccine_chatter
110292	Vaccine_chatter
112041	Vaccine_chatter
112735	Vaccine_chatter
111865	Vaccine_chatter
109608	Vaccine_chatter
108645	Vaccine_chatter
111533	Vaccine_chatter
108953	Vaccine_chatter
109494	Vaccine_chatter
109175	Vaccine_chatter
109815	Vaccine_chatter
108887	Vaccine_chatter
108882	Vaccine_chatter
112222	Vaccine_chatter
108214	Vaccine_chatter
107740	Vaccine_chatter
110036	Vaccine_chatter
108415	Vaccine_chatter
108967	Vaccine_chatter
202116	Vaccine_chatter
109578	Vaccine_chatter
108905	Vaccine_chatter
112798	Vaccine_chatter
202197	Self_reports
110191	Vaccine_chatter
109257	Vaccine_chatter
111548	Vaccine_chatter
109378	Vaccine_chatter
111649	Vaccine_chatter
110657	Vaccine_chatter
110283	Vaccine_chatter
109063	Vaccine_chatter
110597	Vaccine_chatter
107840	Vaccine_chatter
202078	Self_reports
109093	Vaccine_chatter
111805	Vaccine_chatter
110432	Vaccine_chatter
107779	Vaccine_chatter
111409	Vaccine_chatter
111926	Vaccine_chatter
112794	Vaccine_chatter
112848	Vaccine_chatter
110874	Vaccine_chatter
112496	Vaccine_chatter
109611	Vaccine_chatter
107862	Vaccine_chatter
109780	Vaccine_chatter
202086	Vaccine_chatter
110834	Vaccine_chatter
110817	Vaccine_chatter
109559	Vaccine_chatter
109484	Vaccine_chatter
110096	Vaccine_chatter
111065	Vaccine_chatter
201804	Self_reports
109016	Vaccine_chatter
110308	Vaccine_chatter
202056	Vaccine_chatter
109739	Vaccine_chatter
108835	Vaccine_chatter
108924	Vaccine_chatter
107766	Vaccine_chatter
110211	Vaccine_chatter
202311	Vaccine_chatter
202334	Self_reports
112630	Vaccine_chatter
108392	Vaccine_chatter
111035	Vaccine_chatter
109807	Vaccine_chatter
110081	Vaccine_chatter
201963	Vaccine_chatter
202297	Self_reports
110069	Vaccine_chatter
110502	Vaccine_chatter
111399	Vaccine_chatter
110765	Vaccine_chatter
202012	Vaccine_chatter
201871	Self_reports
201866	Self_reports
110592	Vaccine_chatter
109351	Vaccine_chatter
108122	Vaccine_chatter
108397	Vaccine_chatter
111032	Vaccine_chatter
108180	Vaccine_chatter
109005	Vaccine_chatter
109059	Vaccine_chatter
110997	Vaccine_chatter
202264	Self_reports
201978	Self_reports
108515	Vaccine_chatter
111913	Vaccine_chatter
111375	Vaccine_chatter
110931	Vaccine_chatter
111768	Vaccine_chatter
109288	Vaccine_chatter
111169	Vaccine_chatter
111522	Vaccine_chatter
109564	Vaccine_chatter
201926	Self_reports
112516	Vaccine_chatter
201875	Self_reports
202278	Vaccine_chatter
109413	Vaccine_chatter
108720	Vaccine_chatter
111757	Vaccine_chatter
110415	Vaccine_chatter
110829	Vaccine_chatter
108012	Vaccine_chatter
109530	Vaccine_chatter
110584	Vaccine_chatter
108413	Vaccine_chatter
112707	Vaccine_chatter
111848	Vaccine_chatter
109335	Vaccine_chatter
108225	Vaccine_chatter
111389	Vaccine_chatter
111028	Vaccine_chatter
108368	Vaccine_chatter
109607	Vaccine_chatter
108744	Vaccine_chatter
111610	Vaccine_chatter
111265	Vaccine_chatter
202344	Vaccine_chatter
111334	Vaccine_chatter
110644	Vaccine_chatter
112738	Vaccine_chatter
202175	Self_reports
111987	Vaccine_chatter
201877	Vaccine_chatter
107716	Vaccine_chatter
107823	Vaccine_chatter
110045	Vaccine_chatter
108326	Vaccine_chatter
109424	Vaccine_chatter
202416	Self_reports
111995	Vaccine_chatter
202123	Self_reports
111647	Self_reports
202046	Vaccine_chatter
108060	Vaccine_chatter
108274	Vaccine_chatter
108940	Vaccine_chatter
